RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT
F,11,Y1-S11,2024 Q2,12.0,7.0,False,False,False,APPROVED,1,500,Y1,Eligible,Rewards,Low,56,2,,,,,,,,,0,,,,,,,,1,1100.00,2,1094.33866667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02135145049,0.74824531,0.02207285086637168,0.74824531,0.9015109165729641,0.0011759999999990001,1130,0.0061873,0.0613,272.54425962797296,0.9441795241852121
F,7,Y1-S7,2023 Q2,5.0,8.0,True,False,False,APPROVED,3,750,Y1,Eligible,Non-Rewards,Low,55,5,,,,,,,,,0,,,,,,,,3,16500.00,5,8276.02423656,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.009657880933,0.7734413289,0.04506184926506024,0.77704208,0.849585222682923,0.0008399999999990001,3237,0.0053725,0.031400000000000004,1551.1918176924721,0.9461976067505481
F,11,Y1-S11,2023 Q2,5.0,3.0,False,False,False,APPROVED,1,1500,Y1,Eligible,Non-Rewards,High,20,6,6.0,0.0,0.0,7020.40,361.96,7226.02,18250.00,0.0,0,0.00,0.00,0.0,0.00,0.0,7140.64419355,7100.15,6,18250.00,6,7140.64419355,0.000000,0E-8,0.39594630,3041.66666667,0.00,0.0,361.96,0,7140.64419355,0.05069010,0.01164517646,0.54022523,0.0786609695509197,0.54022523,0.8759358967359321,0.0015959999999990001,2229,0.0053725,0.0395,1077.672825088874,0.9172891291146591
F,7,Y1-S7,2023 Q3,5.0,7.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,62,119,,,,,,,,,0,,,,,,,,1,2750.00,119,2638.90433333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2023 Q2,7.0,5.0,False,False,True,APPROVED,3,2000,Y1,Eligible,Rewards,Low,89,14,,,,,,,,,0,,,,,,,,19,99650.00,14,65272.94211828,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2023 Q3,1.0,2.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,Low,59,27,,,,,,,,,0,,,,,,,,26,73100.00,27,14603.28822580,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.003967060099,0.41966391,0.05441001966375,0.41966391000000003,0.7919449209707871,0.0008399999999990001,1600,0.00420561,0.014400000000000001,537.9380011081909,0.9102563418171141
F,11,Y1-S11,2022 Q1,8.0,5.0,False,False,False,APPROVED,2,500,Y1,Not Eligible,Rewards,High,12,2,2.0,0.0,0.0,2131.17,57.98,2334.55,5600.00,1.0,0,0.00,0.00,0.0,0.00,1.0,2240.16554147,2139.39,2,5600.00,2,2240.16554147,0.000000,0E-8,0.41688393,2800.00000000,0.00,1.0,57.98,0,2240.16554147,0.02588202,0.01025520605,0.68942046,0.05941167503912601,0.68942046,0.8775662081683161,0.0009600000000000001,1968,0.0056333,0.0427,1286.9804107828638,0.9327918997659831
F,11,Y1-S11,2023 Q4,10.0,2.0,False,False,False,OTHER,4,0,Y1,Eligible,Non-Rewards,Low,25,2,,,,,,,,,0,,,,,,,,2,6200.00,2,1352.82766667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02022209014,0.42919652,0.030519816841833813,0.42919652,0.9051672699637231,0.0011400000000000002,3490,0.0059929300000000005,0.0668,1080.7121815840712,0.9102563418171141
F,26,Y3,2024 Q3,8.0,7.0,False,False,True,OTHER,6,0,Y3+,Eligible,Non-Rewards,Low,44,4,,,,,,,,,0,,,,,,,,2,11500.00,4,7596.09200000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01378333333,0.6034516,0.017397371404770642,0.6034516,0.8657,0.0015400000000000001,5450,0.0064,0.041600000000000005,1907.640419973373,0.9455072999999999
F,18,Y2,2023 Q2,7.0,9.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,88,69,,,,,,,,,0,,,,,,,,3,13850.00,69,5577.22200000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2024 Q2,1.0,4.0,False,True,True,OTHER,5,0,Y2,Eligible,Non-Rewards,Low,52,1,,,,,,,,,0,,,,,,,,1,8000.00,1,7935.42096774,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.002825367124,0.39255458,0.05254949583886784,0.39255458,0.7674000000000001,0.0014600000000000001,4487,0.004200000000000001,0.0161,1435.721478723737,0.91403104
F,18,Y2,2023 Q2,2.0,1.0,False,False,False,APPROVED,1,2000,Y2,Not Eligible,Rewards,Low,45,1,,,,,,,,,0,,,,,,,,1,5850.00,1,530.37838710,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.004138851233,0.2090344,0.022405682551142753,0.20903439999999998,0.7981,0.0014600000000000001,2669,0.0047,0.0181,447.98402682985966,0.8609013999999999
F,11,Y1-S11,2020 H2,15.0,5.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,18,39,37.0,2.0,24.0,29481.75,466.88,31245.34,48700.00,0.0,0,2106.97,2200.00,0.0,0.00,2.0,31434.09965424,28896.27,37,48700.00,39,31434.09965424,0.648649,1053.48500000,0.64158809,1316.21621622,0.00,2.0,466.88,0,31434.09965424,0.01485266,0.04355031368,0.7215722,0.0283170766323836,0.7215722,0.989134729308563,0.0009600000000000001,1439,0.0065902800000000004,0.08510000000000001,599.6852103524549,0.9353299048310381
F,7,Y1-S7,2023 Q2,5.0,10.0,True,False,False,APPROVED,3,750,Y1,Eligible,Non-Rewards,Low,54,1,,,,,,,,,0,,,,,,,,1,3750.00,1,3895.87333333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.009657880933,0.8206850362,0.04506184926506024,0.82450573,0.849585222682923,0.0008399999999990001,3237,0.0053725,0.031400000000000004,1663.4046706006463,0.948684656166747
F,11,Y1-S11,2022 Q1,4.0,2.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Rewards,Low,75,14,,,,,,,,,0,,,,,,,,11,39700.00,14,13013.99773118,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2022 Q4,8.0,5.0,False,False,False,APPROVED,2,2000,Y1,Eligible,Rewards,Low,75,15,,,,,,,,,0,,,,,,,,13,55200.00,15,26410.09003227,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2022 Q4,10.0,9.0,False,False,False,APPROVED,4,500,Y2,Eligible,Non-Rewards,Low,82,1,,,,,,,,,0,,,,,,,,1,4000.00,1,3541.76677419,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2024 Q2,2.0,4.0,False,False,True,OTHER,5,0,Y1,Eligible,Rewards,Low,33,2,,,,,,,,,0,,,,,,,,2,12000.00,2,6037.35700000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2025 Q2,1.0,9.0,False,False,False,APPROVED,3,1000,Y1,Eligible,Non-Rewards,Low,83,1,,,,,,,,,0,,,,,,,,1,4000.00,1,3312.34483871,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q3,1.0,1.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,High,22,43,43.0,0.0,0.0,14425.56,5400.75,14818.06,128500.00,0.0,0,0.00,0.00,0.0,0.00,1.0,15222.29209678,13901.70,43,128500.00,43,15222.29209678,0.000000,0E-8,0.11531564,2988.37209302,0.00,1.0,5400.75,0,15222.29209678,0.35479217,0.002335845245,0.1527731,0.04638482554786151,0.1527731,0.6979000000000001,0.0018100000000000002,1473,0.004200000000000001,0.0048000000000000004,210.61658311431478,0.85108714
F,18,Y2,2023 Q1,8.0,4.0,False,False,False,APPROVED,2,2000,Y2,Eligible,Non-Rewards,High,22,1,1.0,0.0,0.0,3987.54,0.00,4105.37,4100.00,0.0,0,0.00,0.00,0.0,0.00,0.0,4084.93933333,3043.16,1,4100.00,1,4084.93933333,0.000000,0E-8,1.00130976,4100.00000000,0.00,0.0,0.00,0,4084.93933333,0E-8,0.01389131439,0.521916805,0.04492691208384102,0.521916805,0.8751,0.0018100000000000002,3447,0.0064,0.058600000000000006,1475.0105006272802,0.9146972
F,7,Y1-S7,2023 Q3,11.0,10.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,58,2,,,,,,,,,0,,,,,,,,2,5000.00,2,2659.94856990,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0168457313,0.83128177,0.034869755143547274,0.83128177,0.89604237046521,0.0008399999999990001,1449,0.0060948800000000004,0.060500000000000005,453.96311227945034,0.948684656166747
F,18,Y2,2023 Q2,2.0,7.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,70,4,,,,,,,,,0,,,,,,,,1,7000.00,4,3485.24333333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2021 H2,1.0,3.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,8,160,160.0,0.0,0.0,61430.07,45519.35,62605.81,192500.00,1.0,0,0.00,0.00,0.0,0.00,1.0,59262.75562686,42375.96,160,192500.00,160,59262.75562686,0.000000,0E-8,0.32522499,1203.12500000,0.00,1.0,45519.35,0,59262.75562686,0.76809371,0.0005089712123,0.47964016,0.1261059523266745,0.47964016000000004,0.44053170288511906,0.001344,851,0.00305706,0.008,404.6413436792055,0.884273794152011
F,18,Y2,2021 H2,15.0,6.0,False,False,False,APPROVED,1,500,Y2,Eligible,Non-Rewards,Low,28,12,,,,,,,,,0,,,,,,,,17,29400.00,12,22323.07821908,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02129951058,0.83724207,0.01679661837557817,0.8372420700000001,0.9411,0.0018100000000000002,1081,0.0043,0.0834,507.51820180423096,0.93605466
F,26,Y3,2022 Q2,1.0,1.0,False,False,True,APPROVED,2,2500,Y3+,Eligible,Non-Rewards,Low,64,1,,,,,,,,,0,,,,,,,,1,6500.00,1,241.51838710,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2020 H1,8.0,5.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,40,10,,,,,,,,,0,,,,,,,,29,58600.00,10,32877.89774184,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0141814706,0.62993432,0.024328943215940056,0.62993432,0.8782466275751251,0.001019999999999,1468,0.0057658300000000004,0.0512,560.013093333004,0.9377883106196371
F,18,Y2,2023 Q3,7.0,4.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,High,5,74,74.0,0.0,0.0,43137.00,8759.41,44354.07,111650.00,1.0,0,0.00,0.00,0.0,0.00,1.0,44004.50344412,37983.82,74,111650.00,74,44004.50344412,0.000000,0E-8,0.39725992,1508.78378378,0.00,1.0,8759.41,0,44004.50344412,0.19905713,0.0004529831692,0.3559953,0.11647404603713893,0.35599529999999996,0.7526,0.0016400000000000002,1454,0.0082,0.0391,512.2229733338396,0.85495922
F,11,Y1-S11,2019 H1,13.0,9.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,13,154,153.0,1.0,12.0,223553.61,5537.55,231515.97,266450.00,4.0,0,1958.11,2000.00,1.0,20.00,9.0,240103.15000000,224528.43,153,266450.00,154,240103.15000000,0.078431,1958.11000000,0.86889086,1741.50326797,20.00,9.0,5537.55,0,240103.15000000,0.02306321,0.02279423969,0.89310689,0.03994767157172557,0.89310689,0.9405758283587201,0.0009600000000000001,1443,0.00674788,0.0714,1118.2268412619374,0.9439119916071961
F,26,Y3,2022 Q4,3.0,7.0,True,False,True,APPROVED,5,3000,Y3+,Eligible,Non-Rewards,Low,84,3,,,,,,,,,0,,,,,,,,3,23150.00,3,19107.64591399,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q2,6.0,7.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,32,16,,,,,,,,,0,,,,,,,,13,53500.00,16,35816.87873119,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01333236023,0.64206395,0.02302960545689166,0.64206395,0.8458,0.0034200000000000003,3526,0.006200000000000001,0.0475,1631.9139656636044,0.9423974700000001
F,11,Y1-S11,2023 Q4,3.0,2.0,False,False,True,APPROVED,4,1500,Y1,Eligible,Rewards,Low,60,3,,,,,,,,,0,,,,,,,,3,16000.00,3,4993.98415054,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007682947169,0.3858983974,0.05973606306902055,0.39415417,0.829476701018487,0.0008399999999990001,5013,0.00507363,0.0261,1252.2447870063304,0.9102563418171141
F,7,Y1-S7,2022 Q4,8.0,5.0,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,Low,25,157,,,,,,,,,0,,,,,,,,150,280500.00,157,175013.91987099,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01777701224,0.69731794,0.0517006967622739,0.69731794,0.8934406174179891,0.0011400000000000002,774,0.0057658300000000004,0.055900000000000005,414.9400265941618,0.9377883106196371
F,7,Y1-S7,2023 Q4,9.0,9.0,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,High,14,2,2.0,0.0,0.0,5891.26,67.03,6045.92,6000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,6002.35290322,5971.49,2,6000.00,2,6002.35290322,0.000000,0E-8,1.00765333,3000.00000000,0.00,0.0,67.03,0,6002.35290322,0.01116729,0.01487022299,0.91770528,0.06017044759364951,0.9177052800000001,0.9100823143831801,0.0009600000000000001,2488,0.0058858700000000005,0.0539,2075.7348988101703,0.9441907739468891
F,7,Y1-S7,2023 Q2,12.0,3.0,False,False,False,APPROVED,3,100,Y1,Eligible,Rewards,Low,47,2,,,,,,,,,0,,,,,,,,1,2600.00,2,475.07133333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01905275305,0.5413415137,0.03309026650368932,0.5417623,0.9015109165729641,0.0008399999999990001,2575,0.0061873,0.0613,581.7965674661822,0.9240317199769471
F,18,Y2,2023 Q1,6.0,6.0,False,False,True,APPROVED,5,3000,Y2,Eligible,Non-Rewards,High,3,1,1.0,0.0,0.0,6682.50,1408.43,6861.94,7100.00,0.0,0,0.00,0.00,0.0,0.00,0.0,6513.49774193,5866.99,1,7100.00,1,6513.49774193,0.000000,0E-8,0.96647042,7100.00000000,0.00,0.0,1408.43,0,6513.49774193,0.21623252,0.0004911248757,0.4297217162,0.13401767781526533,0.4862726,0.6389,0.0016400000000000002,7481,0.0085,0.0284,3194.238839665251,0.8923892600000001
F,11,Y1-S11,2022 Q1,3.0,2.0,False,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,High,37,137,137.0,0.0,0.0,174157.82,18843.74,182275.30,509100.00,0.0,1,0.00,0.00,0.0,0.00,3.0,184447.87813363,167844.73,137,509100.00,137,184447.87813363,0.000000,0E-8,0.35803437,3716.05839416,0.00,3.0,18843.74,1,184447.87813363,0.10216295,0.007317092542,0.38792711,0.05780062886873748,0.38792711,0.829476701018487,0.001019999999999,1996,0.00507363,0.0261,617.0629407898231,0.9102563418171141
F,11,Y1-S11,2022 Q3,9.0,6.0,False,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,High,33,6,6.0,0.0,0.0,7448.76,682.78,6682.87,13100.00,0.0,0,0.00,0.00,0.0,0.00,0.0,8025.22761291,7779.05,6,13100.00,6,8025.22761291,0.000000,0E-8,0.51014275,2183.33333333,0.00,0.0,682.78,0,8025.22761291,0.08507921,0.01665776035,0.73423712,0.035556058018949184,0.73423712,0.8852122574193391,0.001019999999999,1161,0.00588291,0.0584,542.1853995584967,0.941835764111678
F,18,Y2,2024 Q2,1.0,1.0,False,True,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,46,2,,,,,,,,,0,,,,,,,,2,4100.00,2,634.81322581,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.002487316438,0.1641607,0.024495942365241007,0.1641607,0.7552,0.0014600000000000001,1473,0.004200000000000001,0.0134,204.48044659176918,0.8609013999999999
F,18,Y2,2024 Q2,4.0,4.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,69,169,,,,,,,,,0,,,,,,,,63,100350.00,169,34578.43869891,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2024 Q1,15.0,9.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Rewards,Low,81,5,,,,,,,,,0,,,,,,,,489,330200.00,5,287582.41998924,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2021 H1,5.0,5.0,False,False,True,APPROVED,3,2000,Y2,Not Eligible,Non-Rewards,High,8,1,1.0,0.0,0.0,1501.36,163.85,1533.80,4500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1622.11846153,1612.43,1,4500.00,1,1622.11846153,0.000000,0E-8,0.34084444,4500.00000000,0.00,0.0,163.85,0,1622.11846153,0.10100989,0.001792011076,0.4714613144,0.08545413468450515,0.48006069999999995,0.7775000000000001,0.003920000000000001,4466,0.006500000000000001,0.032100000000000004,2062.6137542152965,0.89970496
F,26,Y3,2025 Q1,6.0,8.0,False,False,True,OTHER,5,0,Y3+,Eligible,Non-Rewards,Low,48,82,,,,,,,,,0,,,,,,,,70,331300.00,82,250402.80797854,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01244166667,0.6398309,0.01703059589347923,0.6398309,0.8504,0.00333,4478,0.006200000000000001,0.031,1691.247605458139,0.9465072999999999
F,7,Y1-S7,2020 H1,15.0,3.0,False,False,False,APPROVED,2,300,Y1,Eligible,Non-Rewards,Low,15,1,,,,,,,,,0,,,,,,,,0,0.00,1,0E-8,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.04062756631,0.56146702,0.04102652961759632,0.56146702,0.9955874043954521,0.0009600000000000001,1739,0.00689455,0.0849,667.8594698096265,0.9105465382523711
F,11,Y1-S11,2024 Q1,6.0,7.0,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,49,20,,,,,,,,,0,,,,,,,,11,17800.00,20,13871.15005376,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0125495871,0.71787729,0.04815511067880794,0.71787729,0.860157204537462,0.0008399999999990001,1208,0.00551021,0.0438,504.78371026740524,0.9441795241852121
F,7,Y1-S7,2024 Q1,2.0,4.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,High,1,28,28.0,0.0,0.0,29439.89,11213.13,30090.19,95500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,30541.63646273,26013.43,28,95500.00,28,30541.63646273,0.000000,0E-8,0.31508052,3410.71428571,0.00,0.0,11213.13,0,30541.63646273,0.36714241,0.0001042204312,0.4225599,0.2360992028189713,0.4225599,0.42518736580835004,0.0007800000000000001,2994,0.00464807,0.0054,1264.0256741256246,0.8149909938120161
F,11,Y1-S11,2020 H2,1.0,1.0,True,False,False,APPROVED,1,300,Y1,Not Eligible,Non-Rewards,Low,65,2,,,,,,,,,0,,,,,,,,71,217000.00,2,86283.65816664,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2022 Q4,4.0,2.0,False,False,False,APPROVED,1,1000,Y3+,Eligible,Non-Rewards,Low,34,2,,,,,,,,,0,,,,,,,,2,8000.00,2,1088.48652688,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.008778242847,0.3412408,0.02570149018779904,0.3412408,0.8207,0.0015400000000000001,1672,0.0056,0.0334,447.062344196677,0.83955077
F,7,Y1-S7,2018 H2,10.0,2.0,False,False,False,APPROVED,1,750,Y1,Not Eligible,Non-Rewards,Low,33,2,,,,,,,,,0,,,,,,,,3,4500.00,2,2974.60000000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0160141219,0.4337149,0.04273717852861231,0.43371489999999996,0.890632616767502,0.001019999999999,1398,0.0059929300000000005,0.062,367.93824120052767,0.9102563418171141
F,26,Y3,2023 Q1,11.0,9.0,False,False,True,APPROVED,5,1000,Y3+,Eligible,Non-Rewards,Low,27,1,,,,,,,,,0,,,,,,,,1,5050.00,1,4733.54161290,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01612666667,0.7393414895,0.026538164273009496,0.7630294,0.8893000000000001,0.0015400000000000001,5476,0.0061,0.06760000000000001,2808.530401918295,0.9475072999999999
F,7,Y1-S7,2022 Q1,5.0,6.0,True,False,False,APPROVED,2,300,Y1,Eligible,Rewards,High,32,4,4.0,0.0,0.0,12885.48,419.44,13252.00,16200.00,0.0,0,0.00,0.00,0.0,0.00,0.0,13423.22939785,13261.85,4,16200.00,4,13423.22939785,0.000000,0E-8,0.81802469,4050.00000000,0.00,0.0,419.44,0,13423.22939785,0.03124732,0.009821241675,0.69629685,0.04988302467209433,0.69629685,0.849585222682923,0.0014279999999990002,1781,0.0053725,0.033800000000000004,981.5368624242291,0.941835764111678
F,26,Y3,2024 Q1,5.0,1.0,False,False,True,OTHER,5,0,Y3+,Eligible,Non-Rewards,Low,35,8,,,,,,,,,0,,,,,,,,1,4350.00,8,25.93666667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.009996006062,0.2233572,0.024050297587707492,0.22335719999999998,0.8347,0.0015400000000000001,4458,0.0059,0.038700000000000005,748.7869887381273,0.80293011
F,11,Y1-S11,2022 Q1,9.0,9.0,False,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,37,15,,,,,,,,,0,,,,,,,,10,23850.00,15,13619.19641705,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01665776035,0.81122478,0.028551684793472715,0.81122478,0.8852122574193391,0.001019999999999,1961,0.00588291,0.056100000000000004,942.1368046084064,0.9472573796835111
F,7,Y1-S7,2020 H1,10.0,6.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,Low,20,2,,,,,,,,,0,,,,,,,,13,10350.00,2,6454.43255372,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.019892494,0.74927826,0.05272328879278075,0.74927826,0.923335586458999,0.0015959999999990001,748,0.0059929300000000005,0.0698,447.95614363118153,0.9399764256078661
F,11,Y1-S11,2023 Q3,5.0,4.0,False,False,False,OTHER,4,0,Y1,Eligible,Rewards,Low,76,7,,,,,,,,,0,,,,,,,,6,23600.00,7,15081.31765591,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2023 Q2,2.0,2.0,False,False,False,APPROVED,4,100,Y1,Not Eligible,Non-Rewards,Low,86,1,,,,,,,,,0,,,,,,,,1,4100.00,1,337.00100000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2024 Q3,6.0,4.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,71,116,,,,,,,,,0,,,,,,,,114,218000.00,116,114132.35655909,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2021 H1,4.0,6.0,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,12,1,,,,,,,,,0,,,,,,,,6,24000.00,1,16049.63935480,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.003943154099,0.74275223,0.08768570919838466,0.74275223,0.769165404702001,0.0009600000000000001,1981,0.00453718,0.0227,1432.3972396859233,0.9372095228519691
F,26,Y3,2022 Q4,13.0,9.0,False,False,False,APPROVED,2,2000,Y3+,Eligible,Non-Rewards,Low,58,1,,,,,,,,,0,,,,,,,,1,4000.00,1,3955.15100000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.015506875,0.7103023941,0.03355190762507188,0.7313297,0.883,0.0015400000000000001,3478,0.0053,0.0456,878.5246003984706,0.9475072999999999
F,26,Y3,2023 Q3,4.0,8.0,True,False,True,APPROVED,4,3000,Y3+,Eligible,Non-Rewards,Low,22,1,,,,,,,,,0,,,,,,,,12,82000.00,1,56348.20924731,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.008728125,0.6002105776,0.03831301971283784,0.6544827999999999,0.8160000000000001,0.0019100000000000002,6512,0.0056,0.0359,3453.568335751499,0.9465072999999999
F,18,Y2,2024 Q4,8.0,7.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,Low,34,51,,,,,,,,,0,,,,,,,,51,85900.00,51,53991.36895699,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0139458132,0.646012185,0.030022414565998617,0.646012185,0.8658,0.0014600000000000001,1447,0.0064,0.053700000000000005,621.3464509891508,0.9423974700000001
F,7,Y1-S7,2019 H1,2.0,,False,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,High,25,3,3.0,0.0,0.0,1049.47,1275.52,1049.47,5150.00,0.0,0,0.00,0.00,0.0,0.00,0.0,748.32000000,0.00,3,5150.00,3,748.32000000,0.000000,0E-8,0.20378058,1716.66666667,0.00,0.0,1275.52,0,748.32000000,1.70451144,,,,,,,,,,,
