RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT
F,11,Y1-S11,2024 Q1,1.0,3.0,False,False,False,OTHER,4,0,Y1,Eligible,Rewards,Low,25,3,,,,,,,,,0,,,,,,,,3,13600.00,3,7467.06161290,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.003492937524,0.46562586,0.07016591076314285,0.46562586,0.7625628571113431,0.0011400000000000002,3500,0.00420561,0.0137,1537.59166629449,0.9240317199769471
F,18,Y2,2020 H2,13.0,8.0,False,False,False,APPROVED,2,500,Y2,Eligible,Non-Rewards,Low,74,2,,,,,,,,,0,,,,,,,,1,2900.00,2,1510.42200000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q1,3.0,1.0,False,False,True,APPROVED,5,2000,Y2,Eligible,Non-Rewards,Low,67,1,,,,,,,,,0,,,,,,,,1,6500.00,1,0E-8,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2023 Q1,7.0,8.0,False,False,True,APPROVED,4,1500,Y1,Eligible,Rewards,Low,70,1,,,,,,,,,0,,,,,,,,2,10000.00,1,9878.94933333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2018 H1,9.0,2.0,False,False,False,APPROVED,2,1000,Y1,Not Eligible,Non-Rewards,Low,72,1,,,,,,,,,0,,,,,,,,1,3000.00,1,2155.30774194,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2025 Q2,10.0,2.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,39,4,,,,,,,,,0,,,,,,,,4,7000.00,4,1511.74708602,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0160141219,0.46035705,0.036459696014423074,0.46035705,0.890632616767502,0.001019999999999,1456,0.0059929300000000005,0.0596,366.90213737035236,0.9102563418171141
F,11,Y1-S11,2023 Q2,5.0,6.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,Low,32,2,,,,,,,,,0,,,,,,,,7,25950.00,2,20593.07179570,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01172474569,0.676461,0.06065432639248575,0.676461,0.849585222682923,0.0014279999999990002,2981,0.0053725,0.033800000000000004,1526.617266399571,0.941835764111678
F,7,Y1-S7,2018 H2,6.0,8.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,57,82,82.0,0.0,0.0,135243.42,8076.40,141101.95,254000.00,1.0,1,0.00,0.00,0.0,0.00,6.0,142347.84870939,134340.59,82,254000.00,82,142347.84870939,0.000000,0E-8,0.55551949,3097.56097561,0.00,6.0,8076.40,1,142347.84870939,0.05673707,0.01200083175,0.77434226,0.04708748431850117,0.7743422600000001,0.860157204537462,0.0008399999999990001,1708,0.00551021,0.0438,709.6008329574024,0.9461976067505481
F,18,Y2,2023 Q3,4.0,8.0,False,False,False,OTHER,4,0,Y2,Eligible,Non-Rewards,High,19,5,5.0,0.0,0.0,16816.13,311.82,17375.67,18350.00,0.0,0,0.00,0.00,0.0,0.00,0.0,17295.14453917,16275.14,5,18350.00,5,17295.14453917,0.000000,0E-8,0.94690300,3670.00000000,0.00,0.0,311.82,0,17295.14453917,0.01802934,0.008777193691,0.6716345,0.04839844777613637,0.6716345,0.8150000000000001,0.00197,3520,0.0056,0.0347,2131.8224595760967,0.95524696
F,18,Y2,2022 Q4,7.0,9.0,False,False,False,APPROVED,1,3000,Y2,Eligible,Non-Rewards,High,2,44,44.0,0.0,0.0,101874.78,25881.81,104799.34,164900.00,0.0,0,0.00,0.00,1.0,123.00,2.0,95746.85466648,93645.89,44,164900.00,44,95746.85466648,0.000000,0E-8,0.63553269,3747.72727273,123.00,2.0,25881.81,0,95746.85466648,0.27031499,0.000641840902,0.6357189357,0.20202408548453327,0.6629406999999999,0.6713,0.0016400000000000002,3653,0.0103,0.0316,2311.6952109760477,0.9739517999999999
F,11,Y1-S11,2021 H2,14.0,,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,72,2,,,,,,,,,0,,,,,,,,1,600.00,2,555.58964286,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2022 Q2,9.0,3.0,False,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,36,55,,,,,,,,,0,,,,,,,,9,28300.00,55,12274.76502382,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01665776035,0.56824337,0.033881963361757104,0.56824337,0.8852122574193391,0.001019999999999,1161,0.00588291,0.056600000000000004,397.74780198682777,0.9240317199769471
F,26,Y3,2022 Q3,2.0,2.0,False,False,False,APPROVED,3,1000,Y3+,Eligible,Non-Rewards,Low,80,15,,,,,,,,,0,,,,,,,,11,58700.00,15,3639.59001434,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2024 Q4,5.0,9.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,47,24,,,,,,,,,0,,,,,,,,23,55550.00,24,50873.20592833,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.009899327957,0.80638378,0.05152226890456911,0.80638378,0.849585222682923,0.0008399999999990001,1729,0.0053725,0.031400000000000004,931.79416709724,0.9472573796835111
F,18,Y2,2022 Q1,1.0,5.0,True,False,True,APPROVED,3,2000,Y2,Eligible,Non-Rewards,Low,45,3,,,,,,,,,0,,,,,,,,2,15000.00,3,8541.01548387,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.003158404487,0.4328719181,0.029483287591603055,0.4407891,0.7532,0.0014600000000000001,4454,0.004200000000000001,0.0129,1602.577395311224,0.9265929900000001
F,18,Y2,2022 Q1,13.0,9.0,False,False,False,APPROVED,3,500,Y2,Eligible,Non-Rewards,Low,69,3,,,,,,,,,0,,,,,,,,1,3300.00,3,0E-8,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2024 Q4,5.0,7.0,False,True,False,OTHER,1,0,Y3+,Eligible,Rewards,Low,47,3,,,,,,,,,0,,,,,,,,6,7600.00,3,5742.21458066,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01,0.628684,0.023216904216216215,0.628684,0.8403,0.0015400000000000001,666,0.0059,0.0285,273.42278154162096,0.9455072999999999
F,26,Y3,2025 Q1,4.0,8.0,False,False,False,OTHER,3,0,Y3+,Eligible,Non-Rewards,Low,89,37,,,,,,,,,0,,,,,,,,22,61600.00,37,41373.30307526,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2025 Q1,9.0,7.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,53,17,,,,,,,,,0,,,,,,,,47,140500.00,17,112045.26327239,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01665776035,0.76232221,0.021625961312700965,0.76232221,0.8852122574193391,0.0008399999999990001,2488,0.00588291,0.056100000000000004,845.81326465993,0.9441795241852121
F,26,Y3,2022 Q1,9.0,10.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,73,44,,,,,,,,,0,,,,,,,,30,64000.00,44,52374.75760214,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2023 Q3,1.0,1.0,True,False,False,APPROVED,1,3000,Y3+,Eligible,Non-Rewards,Low,78,32,,,,,,,,,0,,,,,,,,5,19100.00,32,1971.70666667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2022 Q4,13.0,8.0,False,False,False,APPROVED,1,500,Y1,Eligible,Rewards,Low,19,7,,,,,,,,,0,,,,,,,,104,164300.00,7,130135.97647310,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02618365043,0.82229203,0.04448299776135352,0.8222920300000001,0.9462261800388101,0.0011400000000000002,1123,0.00633679,0.076,688.524967468218,0.9439501113595331
F,7,Y1-S7,2018 H1,15.0,7.0,False,False,False,APPROVED,1,750,Y1,Eligible,Non-Rewards,High,27,12,12.0,0.0,0.0,14066.49,3020.19,14526.62,18000.00,1.0,0,0.00,0.00,0.0,0.00,2.0,14163.58000000,13170.72,12,18000.00,12,14163.58000000,0.000000,0E-8,0.80703444,1500.00000000,0.00,2.0,3020.19,0,14163.58000000,0.21323634,0.03242536897,0.81850092,0.030787806703976434,0.81850092,0.9424073279382531,0.0011400000000000002,1358,0.00638743,0.0806,479.06968713213973,0.9441795241852121
F,18,Y2,2025 Q1,1.0,1.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,81,9,,,,,,,,,0,,,,,,,,9,15450.00,9,3153.53182795,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2023 Q1,3.0,2.0,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,80,3,,,,,,,,,0,,,,,,,,2,2500.00,3,19.33633333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q4,9.0,2.0,False,False,False,OTHER,3,0,Y2,Eligible,Rewards,High,11,1,1.0,0.0,0.0,185.43,0.00,192.16,2500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,233.57100000,230.65,1,2500.00,1,233.57100000,0.000000,0E-8,0.07686400,2500.00000000,0.00,0.0,0.00,0,233.57100000,0E-8,0.00530559164,0.3400311,0.05970210663162152,0.3400311,0.8732000000000001,0.00197,2473,0.007200000000000001,0.059300000000000005,809.0958169980888,0.8046291999999999
F,11,Y1-S11,2020 H1,9.0,5.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,63,123,,,,,,,,,0,,,,,,,,62,107050.00,123,61136.81838560,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2020 H1,12.0,5.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,16,1,,,,,,,,,0,,,,,,,,13,6650.00,1,3786.96000000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02146781741,0.71235169,0.05312876058095238,0.71235169,0.9438481595078111,0.0009600000000000001,630,0.00639389,0.0704,375.0209710187476,0.934627503177152
F,26,Y3,2025 Q1,4.0,8.0,False,False,True,OTHER,7,0,Y3+,Eligible,Rewards,Low,55,5,,,,,,,,,0,,,,,,,,8,56600.00,5,44009.26388172,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.008566666667,0.6033115,0.031174162460931455,0.6033115,0.8349000000000001,0.0015400000000000001,6463,0.0056,0.022500000000000003,2470.0188868574055,0.9465072999999999
F,11,Y1-S11,2025 Q2,6.0,6.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,50,201,,,,,,,,,0,,,,,,,,20,29200.00,201,22656.59076343,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0125495871,0.65362834,0.03373870314227642,0.65362834,0.860157204537462,0.0008399999999990001,1476,0.00551021,0.0438,554.0527423948782,0.941835764111678
F,11,Y1-S11,2023 Q3,12.0,1.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,25,1,,,,,,,,,0,,,,,,,,2,2250.00,1,1802.13900000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02445990323,0.3174484,0.026428249885970975,0.31744839999999996,0.9168366583654811,0.0011400000000000002,1447,0.0061873,0.07010000000000001,301.66963366766544,0.8811869824598241
F,7,Y1-S7,2022 Q4,13.0,8.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Rewards,Low,64,3,,,,,,,,,0,,,,,,,,102,135100.00,3,104660.12002151,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q2,3.0,1.0,False,False,True,APPROVED,5,500,Y2,Eligible,Non-Rewards,Low,42,2,,,,,,,,,0,,,,,,,,2,11000.00,2,1984.33548387,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.004726225019,0.1895383133,0.018802711131668332,0.1922268,0.8122,0.0014600000000000001,5005,0.005200000000000001,0.0235,755.2674089335494,0.8609013999999999
F,26,Y3,2022 Q1,3.0,4.0,False,False,True,APPROVED,3,3000,Y3+,Eligible,Non-Rewards,High,17,1,1.0,0.0,0.0,3569.00,1797.00,3642.19,8000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,2634.70633333,2699.62,1,8000.00,1,2634.70633333,0.000000,0E-8,0.45527375,8000.00000000,0.00,0.0,1797.00,0,2634.70633333,0.68204945,0.005015625,0.3891076333,0.037528950762981725,0.4162179,0.7913,0.0019100000000000002,5527,0.0051,0.0244,2019.5878651749586,0.90547427
F,7,Y1-S7,2019 H2,7.0,2.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,High,31,74,73.0,1.0,12.0,24855.55,3470.01,25985.60,79150.00,1.0,0,836.43,900.00,0.0,0.00,3.0,26337.14837692,24001.74,73,79150.00,74,26337.14837692,0.164384,836.43000000,0.32830828,1084.24657534,0.00,3.0,3470.01,0,26337.14837692,0.13175344,0.01401833257,0.44387216,0.04628558553670886,0.44387216,0.86955055864978,0.001019999999999,790,0.0056416,0.0482,253.12782736579635,0.9102563418171141
F,26,Y3,2023 Q3,7.0,9.0,False,False,True,OTHER,5,0,Y3+,Eligible,Non-Rewards,Low,79,44,,,,,,,,,0,,,,,,,,12,66400.00,44,52932.15397850,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2023 Q3,6.0,8.0,False,False,False,OTHER,2,0,Y3+,Eligible,Non-Rewards,Low,64,84,,,,,,,,,0,,,,,,,,15,39500.00,84,22144.02302149,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2023 Q2,1.0,2.0,True,False,True,APPROVED,3,2000,Y1,Eligible,Rewards,Low,53,218,,,,,,,,,0,,,,,,,,227,1346500.00,218,482459.90132265,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.00403125,0.3623847739,0.07931969909317614,0.37426346,0.7919449209707871,0.0008399999999990001,4411,0.00420561,0.014400000000000001,1307.6205315040222,0.9102563418171141
F,7,Y1-S7,2023 Q3,3.0,3.0,False,False,False,APPROVED,3,100,Y1,Not Eligible,Non-Rewards,Low,31,1,,,,,,,,,0,,,,,,,,1,3600.00,1,1541.17833333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007234004137,0.5062238955,0.05451187444795322,0.50661892,0.829476701018487,0.001019999999999,2565,0.00507363,0.0273,1108.4246140990263,0.9240317199769471
F,18,Y2,2024 Q4,14.0,8.0,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,89,153,,,,,,,,,0,,,,,,,,147,101850.00,153,67703.88799105,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2020 H1,4.0,2.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,Low,17,3,,,,,,,,,0,,,,,,,,101,106250.00,3,34939.55768041,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.005903058169,0.39879302,0.07689390984705882,0.39879302,0.85266596795198,0.0009600000000000001,850,0.0049686,0.029400000000000003,320.0812940802924,0.886033890949749
F,11,Y1-S11,2023 Q4,3.0,2.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,7,4,,,,,,,,,0,,,,,,,,142,83200.00,4,27360.98122578,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0006831025275,0.34054979,0.10985159192998678,0.34054979,0.626013491087374,0.0009600000000000001,757,0.0047433200000000005,0.0134,255.7825003693608,0.817208708066782
F,11,Y1-S11,2023 Q4,3.0,1.0,False,False,False,APPROVED,1,1000,Y1,Not Eligible,Rewards,Low,37,3,,,,,,,,,0,,,,,,,,25,55800.00,3,10244.31239787,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007500019855,0.25693684,0.07045898371485487,0.25693684,0.829476701018487,0.001019999999999,1757,0.00507363,0.0261,358.0639992181769,0.8811869824598241
F,18,Y2,2024 Q1,3.0,4.0,False,False,False,OTHER,3,0,Y2,Eligible,Rewards,Low,75,19,,,,,,,,,0,,,,,,,,18,57700.00,19,21516.24686022,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2023 Q1,5.0,2.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Rewards,High,24,28,27.0,1.0,12.0,15007.66,625.27,16191.49,29900.00,1.0,0,249.07,400.00,0.0,0.00,4.0,15842.46707372,14805.75,27,29900.00,28,15842.46707372,0.444444,249.07000000,0.54152140,1107.40740741,0.00,4.0,625.27,0,15842.46707372,0.03946797,0.01056830987,0.42888981,0.06098059493727383,0.42888981,0.8642244860457051,0.0011400000000000002,829,0.0053725,0.0376,308.8340456035452,0.9072285354586941
F,11,Y1-S11,2022 Q4,6.0,8.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Rewards,Low,26,2,,,,,,,,,0,,,,,,,,4,10000.00,2,6730.07903227,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01516462615,0.80832644,0.061852195735363,0.80832644,0.866611808919682,0.0011400000000000002,1708,0.00551021,0.0458,1102.4752611488564,0.9461976067505481
F,18,Y2,2022 Q4,10.0,9.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,High,9,101,101.0,0.0,0.0,261722.39,13450.52,271414.51,340450.00,1.0,0,0.00,0.00,1.0,203.50,8.0,268317.66654797,261660.42,101,340450.00,101,268317.66654797,0.000000,0E-8,0.79722282,3370.79207921,203.50,8.0,13450.52,0,268317.66654797,0.05012909,0.00670626636,0.8690889,0.04408810934698014,0.8690888999999999,0.8806,0.00197,2467,0.007500000000000001,0.06349,2074.647369570002,0.9391115
F,26,Y3,2023 Q3,2.0,3.0,False,False,True,APPROVED,6,500,Y3+,Eligible,Rewards,High,22,10,10.0,0.0,0.0,19947.32,1072.44,21689.63,61350.00,0.0,0,0.00,0.00,0.0,0.00,1.0,23241.61109676,20912.46,10,61350.00,10,23241.61109676,0.000000,0E-8,0.35353920,6135.00000000,0.00,1.0,1072.44,0,23241.61109676,0.04614310,0.004036552978,0.3250704267,0.040266298342794764,0.3320414,0.7687,0.0019100000000000002,5954,0.0047,0.0181,1783.1870801664445,0.87565314
F,7,Y1-S7,2021 H2,15.0,8.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,27,1,,,,,,,,,0,,,,,,,,1,2000.00,1,1879.92206897,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.03242536897,0.8196571,0.0335100719562196,0.8196570999999999,0.9424073279382531,0.0011400000000000002,1439,0.00638743,0.0806,508.3616132591764,0.9461976067505481
F,7,Y1-S7,2024 Q4,2.0,4.0,False,False,True,APPROVED,3,1500,Y1,Eligible,Non-Rewards,Low,48,6,,,,,,,,,0,,,,,,,,1,5000.00,6,2768.39566667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.006242763501,0.5685274275,0.06078665299265822,0.57507896,0.8164760822565751,0.0008399999999990001,3950,0.00490132,0.0213,1729.4561052394765,0.9329387415379221
F,26,Y3,2024 Q1,15.0,7.0,False,False,False,OTHER,3,0,Y3+,Eligible,Non-Rewards,Low,10,7,,,,,,,,,0,,,,,,,,15,38000.00,7,31113.95156989,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02808333333,0.7504429,0.0598912084291498,0.7504428999999999,0.996,0.0020700000000000002,2470,0.0053,0.08510000000000001,1626.5710112178524,0.94682106
F,26,Y3,2023 Q3,1.0,3.0,True,False,True,APPROVED,5,3000,Y3+,Eligible,Rewards,Low,34,7,,,,,,,,,0,,,,,,,,39,298850.00,7,101445.57131183,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.003561096382,0.2868916525,0.034318339225276925,0.32022629999999996,0.7307,0.0015400000000000001,7493,0.004200000000000001,0.007,1903.927759663626,0.87565314
F,7,Y1-S7,2023 Q4,9.0,7.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,70,25,,,,,,,,,0,,,,,,,,19,57550.00,25,43125.18462367,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2025 Q2,3.0,10.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Rewards,Low,53,2,,,,,,,,,0,,,,,,,,2,6000.00,2,2442.49748387,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007412939911,0.83077848,0.05378536792467949,0.83077848,0.829476701018487,0.0008399999999990001,2496,0.00507363,0.0261,1466.4095637002142,0.948684656166747
F,18,Y2,2020 H1,8.0,,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,High,13,7,7.0,0.0,0.0,2794.25,34.21,2857.19,6250.00,0.0,0,0.00,0.00,0.0,0.00,0.0,2935.91000000,2960.74,7,6250.00,7,2935.91000000,0.000000,0E-8,0.45715040,892.85714286,0.00,0.0,34.21,0,2935.91000000,0.01165226,,,,,,,,,,,
F,7,Y1-S7,2021 H2,5.0,2.0,False,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,High,36,447,442.0,5.0,60.0,581444.16,78224.45,612013.49,1416600.00,7.0,2,9277.86,12250.00,5.0,1178.25,26.0,607254.13347317,544572.02,442,1416600.00,447,607254.13347317,0.135747,1855.57200000,0.43202985,3204.97737557,1178.25,26.0,78224.45,2,607254.13347317,0.12881666,0.009657880933,0.43247056,0.04951262927990236,0.43247056,0.849585222682923,0.001019999999999,1229,0.0053725,0.031900000000000005,403.00234418948673,0.9102563418171141
F,11,Y1-S11,2022 Q1,15.0,2.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,1,71,70.0,0.0,0.0,2639.67,3223.89,2442.12,31100.00,0.0,1,0.00,0.00,0.0,0.00,2.0,2293.64390546,745.41,70,31100.00,71,2293.64390546,0.000000,0E-8,0.07852476,444.28571429,0.00,2.0,3223.89,1,2293.64390546,1.40557564,0.0004034637291,0.24559126,0.042955473664473685,0.24559126,0.8766684292171331,0.0007800000000000001,608,0.01568462,0.0224,149.14277188417645,0.48825812975800603
F,11,Y1-S11,2022 Q2,9.0,3.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,High,14,6,6.0,0.0,0.0,13856.00,4294.00,14254.28,17850.00,0.0,0,0.00,0.00,0.0,0.00,1.0,12861.69018277,11098.09,6,17850.00,6,12861.69018277,0.000000,0E-8,0.79855910,2975.00000000,0.00,1.0,4294.00,0,12861.69018277,0.33385970,0.01391977071,0.51437824,0.054312679716781796,0.51437824,0.9100823143831801,0.0009600000000000001,2461,0.0058858700000000005,0.0539,1151.7279691139931,0.909198020079914
F,7,Y1-S7,2023 Q2,1.0,2.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,Low,19,2,,,,,,,,,0,,,,,,,,49,144900.00,2,55043.01203225,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.002160356804,0.37722561,0.092905317833125,0.37722561,0.718489761322178,0.0011400000000000002,1600,0.00407086,0.0129,584.0926685415802,0.8920895036665901
F,11,Y1-S11,2025 Q1,6.0,9.0,False,False,False,APPROVED,3,1000,Y1,Eligible,Non-Rewards,Low,33,24,,,,,,,,,0,,,,,,,,24,94500.00,24,89335.19669893,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01286332678,0.811944075,0.046001516389588104,0.8166157900000001,0.860157204537462,0.001019999999999,3496,0.00551021,0.044500000000000005,2039.180217058802,0.9472573796835111
F,18,Y2,2021 H2,9.0,4.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,44,185,,,,,,,,,0,,,,,,,,98,148700.00,185,87380.45668514,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01240345396,0.5578133,0.019225835529595014,0.5578133,0.8702000000000001,0.003,642,0.0064,0.0439,214.28654920307707,0.91403104
F,18,Y2,2023 Q1,9.0,7.0,False,False,False,APPROVED,2,2000,Y2,Eligible,Rewards,Low,40,3,,,,,,,,,0,,,,,,,,2,8100.00,3,1376.92666667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.015775625,0.64703436,0.028316315503486345,0.64703436,0.8706,0.0014600000000000001,3442,0.0064,0.0489,1280.4638405079986,0.9423974700000001
F,7,Y1-S7,2024 Q4,3.0,9.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,28,6,,,,,,,,,0,,,,,,,,5,11050.00,6,10588.62873119,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007417725736,0.84436157,0.07339793260159364,0.84436157,0.828820563849284,0.0011400000000000002,1757,0.00507363,0.0279,1295.2138681775714,0.9472573796835111
F,18,Y2,2023 Q3,6.0,8.0,False,False,True,APPROVED,4,500,Y2,Eligible,Non-Rewards,Low,34,2,,,,,,,,,0,,,,,,,,2,10100.00,2,9814.69600000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01400102046,0.6556253415,0.0264875768561848,0.6613749999999999,0.8464,0.0014600000000000001,4026,0.006200000000000001,0.0454,1823.2076880428838,0.9456624100000001
