RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT,ACTUAL_PBAD_PER_OPEN,ACTUAL_SEVERITY,ACTUAL_UTIL,ACTUAL_DQ30,ACTUAL_CREDIT_LINE,ACTUAL_CASH_ADVANCE,ACTUAL_PENALTY,ACTUAL_PVOL,ACTUAL_ATTRITION,ACTUAL_OUTSTANDING
F,18,Y2,2025 Q2,2.0,7.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,Low,24,4,,,,,,,,,0,,,,,,,,4,7000.0,4,4837.46674194,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005797541065,0.587923035,0.0421291005935228,0.587923035,0.7714000000000001,0.0018100000000000002,1513,0.0047,0.0181,801.40878479593,0.94403309,,,,,,,,,,
F,11,Y1-S11,2022 Q3,10.0,7.0,False,False,False,APPROVED,2,2000,Y1,Eligible,Rewards,Low,43,1,,,,,,,,,0,,,,,,,,1,6500.0,1,6232.51266667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01965383206,0.6963768345,0.032196035660879634,0.70453113,0.890632616767502,0.0008399999999990001,3456,0.0059929300000000005,0.0596,1155.650229892305,0.9441795241852121,,,,,,,,,,
F,18,Y2,2022 Q3,13.0,8.0,False,False,False,APPROVED,2,500,Y2,Eligible,Non-Rewards,Low,43,12,,,,,,,,,0,,,,,,,,6,13000.0,12,10915.23929033,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01629166667,0.7362972,0.0177398147617087,0.7362972,0.8893000000000001,0.0014600000000000001,1943,0.0053,0.056400000000000006,720.1170535871325,0.9456624100000001,,,,,,,,,,
F,26,Y3,2023 Q4,6.0,7.0,False,False,False,APPROVED,3,1000,Y3+,Eligible,Non-Rewards,Low,86,4,,,,,,,,,0,,,,,,,,4,16150.0,4,8901.22402151,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2021 H2,3.0,5.0,True,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,High,8,166,166.0,0.0,0.0,341599.74,82849.29,350306.03,581050.0,1.0,0,0.0,0.0,1.0,1000.0,3.0,326959.60114361,314630.77,166,581050.0,166,326959.60114361,0.0,0.0,0.60288448,3500.30120482,1000.0,3.0,82849.29,0,326959.60114361,0.25339305,0.001103490067,0.68845986,0.11406504014903845,0.68845986,0.647730344282473,0.001344,2496,0.00459076,0.0148,1700.7066757595153,0.9296638960446171,0.0,,0.5879007658549178,0.006024096385542169,3500.3012048192772,0.006024096385542169,0.018072289156626505,0.23650546352285168,0.0,326959.60114361
F,11,Y1-S11,2023 Q4,3.0,2.0,False,False,True,APPROVED,4,1500,Y1,Eligible,Rewards,Low,28,3,,,,,,,,,0,,,,,,,,8,47500.0,3,9129.8047527,0.0,0.0,0.0,0.0,,,,0,,0.0,0.008842460005,0.3809024196,0.06633370086694594,0.38905131,0.828820563849284,0.0011400000000000002,5013,0.00507363,0.0279,1635.6236366467783,0.9102563418171141,,,,,,,,,,
F,18,Y2,2021 H1,11.0,4.0,False,False,False,APPROVED,2,1000,Y2,Eligible,Non-Rewards,Low,71,6,,,,,,,,,0,,,,,,,,5,16900.0,6,5867.20868817,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q4,8.0,8.0,False,False,False,APPROVED,3,750,Y1,Eligible,Non-Rewards,High,16,1,1.0,0.0,0.0,3729.52,0.0,3961.2,3750.0,0.0,0,0.0,0.0,0.0,0.0,1.0,3835.10322581,3775.85,1,3750.0,1,3835.10322581,0.0,0.0,1.05632,3750.0,0.0,1.0,0.0,0,3835.10322581,0.0,0.01347088838,0.8487203539,0.06175607327102516,0.85264598,0.9145761193166371,0.0009600000000000001,3258,0.00569957,0.0504,2486.4443537693055,0.9428263636640261,0.0,,0.9945386666666667,0.0,3750.0,0.0,1.0,0.0,0.0,3835.10322581
F,7,Y1-S7,2023 Q4,3.0,2.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,57,104,,,,,,,,,0,,,,,,,,92,300450.0,104,119501.43995695,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007412939911,0.42246822,0.05730262496585088,0.42246822,0.829476701018487,0.0008399999999990001,1757,0.00507363,0.0261,507.6306031412325,0.9102563418171141,,,,,,,,,,
F,26,Y3,2023 Q4,7.0,7.0,False,False,False,APPROVED,2,1000,Y3+,Eligible,Non-Rewards,Low,31,1,,,,,,,,,0,,,,,,,,1,2100.0,1,1868.88333333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01318833333,0.6160391082,0.02878746786640159,0.6234761999999999,0.8582000000000001,0.0015400000000000001,2515,0.0064,0.0545,1128.2726068915622,0.9455072999999999,,,,,,,,,,
F,7,Y1-S7,2023 Q1,4.0,9.0,True,False,False,APPROVED,3,1000,Y1,Eligible,Non-Rewards,Low,57,10,,,,,,,,,0,,,,,,,,9,51000.0,10,41474.66400001,0.0,0.0,0.0,0.0,,,,0,,0.0,0.009143966452,0.8115939791,0.0489176631115263,0.81628663,0.8393731662892541,0.0008399999999990001,3479,0.00522745,0.0296,1794.4676582333764,0.9472573796835111,,,,,,,,,,
F,26,Y3,2024 Q1,3.0,7.0,False,False,True,OTHER,6,0,Y3+,Eligible,Rewards,High,15,2,2.0,0.0,0.0,12934.67,1012.79,13279.83,13500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13089.09986022,13177.44,2,13500.0,2,13089.09986022,0.0,0.0,0.98369111,6750.0,0.0,0.0,1012.79,0,13089.09986022,0.0773766,0.0033,0.6230248,0.04437261986646939,0.6230247999999999,0.7726000000000001,0.0019100000000000002,5407,0.0051,0.0222,3211.435269993271,0.94587118,0.0,,0.9581237037037037,0.0,6750.0,0.0,0.0,0.07626528351643055,0.0,13089.09986022
F,18,Y2,2025 Q1,2.0,4.0,False,False,False,OTHER,4,0,Y2,Eligible,Non-Rewards,Low,84,15,,,,,,,,,0,,,,,,,,13,49750.0,15,4658.9548387,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q4,4.0,4.0,False,False,False,APPROVED,1,500,Y2,Not Eligible,Non-Rewards,Low,52,1,,,,,,,,,0,,,,,,,,1,3100.0,1,13.33333333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007737118507,0.4799586,0.015356822542127661,0.47995859999999996,0.8328,0.0014600000000000001,1175,0.0056,0.022500000000000003,373.03939396321584,0.91403104,,,,,,,,,,
F,7,Y1-S7,2021 H2,8.0,6.0,False,False,False,APPROVED,2,500,Y1,Not Eligible,Rewards,Low,55,1,,,,,,,,,0,,,,,,,,1,5000.0,1,2220.09548387,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01400317476,0.7001238,0.040173776835365854,0.7001238,0.8782466275751251,0.0008399999999990001,1968,0.0057658300000000004,0.0512,664.3566713654269,0.941835764111678,,,,,,,,,,
F,7,Y1-S7,2022 Q3,13.0,9.0,False,False,False,APPROVED,2,1500,Y1,Eligible,Non-Rewards,Low,48,2,,,,,,,,,0,,,,,,,,2,8000.0,2,8202.05833333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02071350298,0.85907024,0.025349351744478426,0.85907024,0.907087166245342,0.0008399999999990001,2943,0.00626828,0.06420000000000001,922.3179183746456,0.9472573796835111,,,,,,,,,,
F,18,Y2,2023 Q2,8.0,6.0,False,False,False,APPROVED,1,2000,Y2,Eligible,Non-Rewards,Low,80,2,,,,,,,,,0,,,,,,,,2,5250.0,2,2304.834,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q4,7.0,8.0,False,False,True,APPROVED,4,1000,Y2,Eligible,Non-Rewards,Low,73,2,,,,,,,,,0,,,,,,,,2,9800.0,2,7121.08766667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q4,8.0,9.0,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,Low,22,51,,,,,,,,,0,,,,,,,,50,163000.0,51,144192.52752688,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01655143659,0.8827072,0.055187125732456134,0.8827071999999999,0.9048361098001371,0.0011400000000000002,2508,0.0057658300000000004,0.057,1800.1063418135655,0.9464210326644321,,,,,,,,,,
F,11,Y1-S11,2022 Q2,10.0,4.0,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,Low,87,37,,,,,,,,,0,,,,,,,,213,269400.0,37,161824.64563444,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q2,9.0,10.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,57,4,,,,,,,,,0,,,,,,,,3,5050.0,4,694.50133333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01485860029,0.82265251,0.036806406338880486,0.8226525100000001,0.8852122574193391,0.0008399999999990001,661,0.00588291,0.056100000000000004,236.7509215883803,0.948684656166747,,,,,,,,,,
F,7,Y1-S7,2019 H2,1.0,3.0,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,High,4,7,7.0,0.0,0.0,5612.23,1153.31,5724.3,13500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5579.7,5396.75,7,13500.0,7,5579.7,0.0,0.0,0.42402222,1928.57142857,0.0,0.0,1153.31,0,5579.7,0.20669749,7.572942297000000e-05,0.39523718,0.17205973523700002,0.39523718,0.35572052312059305,0.0007800000000000001,2000,0.0014659200000000001,0.0058000000000000005,787.7963676981717,0.8371299632870141,0.0,,0.4157207407407407,0.0,1928.5714285714287,0.0,0.0,0.2014761630242999,0.0,5579.7
F,11,Y1-S11,2023 Q3,4.0,6.0,True,False,True,APPROVED,4,1000,Y1,Eligible,Rewards,Low,68,7,,,,,,,,,0,,,,,,,,17,91100.0,7,56061.49553763,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2022 Q1,1.0,1.0,True,False,False,APPROVED,1,500,Y1,Eligible,Rewards,Low,66,75,,,,,,,,,0,,,,,,,,6,22350.0,75,1994.66433333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q3,12.0,8.0,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,66,77,,,,,,,,,0,,,,,,,,61,89050.0,77,55214.68432976,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2020 H1,1.0,4.0,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,31,17,,,,,,,,,0,,,,,,,,4,11200.0,17,6392.51073117,0.0,0.0,0.0,0.0,,,,0,,0.0,0.003685734381,0.56995149,0.07346314568949999,0.56995149,0.7919449209707871,0.001019999999999,2000,0.00420561,0.014100000000000001,1045.348944140723,0.9329387415379221,,,,,,,,,,
F,18,Y2,2022 Q2,6.0,4.0,False,False,False,APPROVED,1,1000,Y2,Eligible,Non-Rewards,High,7,19,19.0,0.0,0.0,12161.1,4506.09,13170.48,30550.0,0.0,0,0.0,0.0,1.0,103.0,0.0,11433.10731176,10707.35,19,30550.0,19,11433.10731176,0.0,0.0,0.43111227,1607.89473684,103.0,0.0,4506.09,0,11433.10731176,0.39412645,0.001146886486,0.3597691,0.10367066894404332,0.3597691,0.7732,0.0016400000000000002,1662,0.007200000000000001,0.037,588.9849243753514,0.87408514,0.0,,0.3980720130932897,0.0,1607.8947368421052,0.05263157894736842,0.0,0.34213559414691036,0.0,11433.10731176
F,11,Y1-S11,2021 H2,5.0,5.0,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,25,48,,,,,,,,,0,,,,,,,,279,804150.0,48,577609.87403418,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01303861371,0.69521969,0.06378056627827502,0.6952196900000001,0.8612966333731491,0.0011400000000000002,1229,0.0053725,0.0371,717.9352214419679,0.9377883106196371,,,,,,,,,,
F,7,Y1-S7,2022 Q3,7.0,7.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,34,3,3.0,0.0,0.0,679.84,103.69,880.92,2250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1761.88833334,787.1,3,2250.0,3,1761.88833334,0.0,0.0,0.39152,750.0,0.0,0.0,103.69,0,1761.88833334,0.05885163,0.01326847367,0.75642178,0.042127746856521736,0.75642178,0.86955055864978,0.001019999999999,690,0.0056416,0.0472,360.55575061715376,0.9441795241852121,0.0,,0.30215111111111115,0.0,750.0,0.0,0.0,0.11770648867093493,0.0,1761.88833334
F,18,Y2,2023 Q1,15.0,6.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,Low,39,19,,,,,,,,,0,,,,,,,,10,17200.0,19,6353.09869893,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01839468891,0.771584415,0.015681643572938688,0.7715844150000001,0.9236000000000001,0.0014600000000000001,1419,0.0043,0.0714,483.7382575568263,0.93605466,,,,,,,,,,
F,11,Y1-S11,2021 H2,5.0,5.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,61,486,,,,,,,,,0,,,,,,,,323,830150.0,486,520911.63358301,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2022 Q1,6.0,6.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,76,236,,,,,,,,,0,,,,,,,,168,384300.0,236,200889.33126522,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2022 Q4,10.0,5.0,False,False,False,APPROVED,2,2000,Y1,Eligible,Rewards,Low,66,2,,,,,,,,,0,,,,,,,,8,33450.0,2,24233.43164516,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2024 Q4,2.0,9.0,True,False,True,APPROVED,4,2000,Y2,Eligible,Rewards,Low,20,2,,,,,,,,,0,,,,,,,,2,11500.0,2,1888.81916129,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005606722179,0.6703519497,0.05955388712382161,0.6903773999999999,0.766,0.004410000000000001,5516,0.00471799,0.01814,3409.856415481021,0.95441564,,,,,,,,,,
F,18,Y2,2018 H2,2.0,6.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,High,21,15,15.0,0.0,0.0,3174.11,633.04,3299.07,12200.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3517.53,2955.19,15,12200.0,15,3517.53,0.0,0.0,0.27041557,813.33333333,0.0,0.0,633.04,0,3517.53,0.17996719,0.004825691586,0.58055781,0.043666448632287,0.5805578100000001,0.7673,0.0018100000000000002,669,0.0047,0.0181,358.37242648153097,0.94173473,0.0,,0.2601729508196721,0.0,813.3333333333334,0.0,0.0,0.1918843795372635,0.0,3517.53
F,11,Y1-S11,2023 Q4,15.0,5.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,10,2,,,,,,,,,0,,,,,,,,26,32900.0,2,25196.76098927,0.0,0.0,0.0,0.0,,,,0,,0.0,0.04025472713,0.73280662,0.03800216132036136,0.73280662,0.9987392583987,0.0009600000000000001,1439,0.00793743,0.0795,875.138079805513,0.9312278979053,,,,,,,,,,
F,11,Y1-S11,2021 H2,9.0,4.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,29,560,539.0,21.0,252.0,471076.3,41610.37,507837.64,766500.0,17.0,4,14231.44,15750.0,4.0,1273.17,64.0,506010.82215697,453367.46,539,766500.0,560,506010.82215697,0.467532,677.68761905,0.66254095,1422.07792208,1273.17,64.0,41610.37,4,506010.82215697,0.08223217,0.01830188919,0.67200849,0.028614233971255672,0.6720084900000001,0.8852122574193381,0.0011400000000000002,661,0.00588291,0.060700000000000004,304.3435158114967,0.9329387415379221,0.03896103896103896,0.9035834920634921,0.6145809523809523,0.03153988868274583,1422.077922077922,0.0074211502782931356,0.11873840445269017,0.08193636454359705,0.0074211502782931356,506010.82215697
F,18,Y2,2024 Q2,10.0,,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,36,1,,,,,,,,,0,,,,,,,,1,1800.0,1,1379.19266667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2025 Q2,2.0,7.0,True,False,False,APPROVED,1,3000,Y2,Eligible,Non-Rewards,Low,19,5,,,,,,,,,0,,,,,,,,9,33350.0,5,8534.97667743,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005114297642,0.5928814845,0.04920719361733442,0.6181535,0.7646000000000001,0.00197,3669,0.0047,0.017400000000000002,2028.9117788680949,0.9522112300000001,,,,,,,,,,
F,11,Y1-S11,2022 Q4,5.0,4.0,False,False,False,APPROVED,3,500,Y1,Eligible,Non-Rewards,Low,56,4,,,,,,,,,0,,,,,,,,1,3500.0,4,3210.321,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01089896886,0.576166208,0.04661437619216605,0.5781016,0.849585222682923,0.0011759999999990001,2987,0.0053725,0.031400000000000004,990.463791036384,0.9329387415379221,,,,,,,,,,
F,18,Y2,2022 Q3,4.0,7.0,True,False,False,APPROVED,1,1000,Y2,Eligible,Non-Rewards,High,8,9,9.0,0.0,0.0,9434.18,1189.05,9846.13,15400.0,0.0,0,0.0,0.0,0.0,0.0,1.0,9776.90882178,9658.49,9,15400.0,9,9776.90882178,0.0,0.0,0.63935909,1711.11111111,0.0,1.0,1189.05,0,9776.90882178,0.12161819,0.00160935414,0.6545382,0.08778737076895522,0.6545382,0.745,0.003920000000000001,1675,0.0058000000000000005,0.024900000000000002,1074.842333956269,0.92218771,0.0,,0.6126090909090909,0.0,1711.111111111111,0.0,0.1111111111111111,0.12076318309833407,0.0,9776.90882178
F,26,Y3,2022 Q2,7.0,8.0,False,False,True,APPROVED,4,1500,Y3+,Eligible,Non-Rewards,High,10,5,5.0,0.0,0.0,20835.74,1184.47,22236.45,27850.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22161.64381334,21351.53,5,27850.0,5,22161.64381334,0.0,0.0,0.79843627,5570.0,0.0,0.0,1184.47,0,22161.64381334,0.05344685,0.00497875,0.7556090373,0.050711369161342175,0.7864211999999999,0.8415,0.0020700000000000002,4977,0.0071,0.0509,3627.9136663239224,0.94782106,0.0,,0.7481414721723519,0.0,5570.0,0.0,0.0,0.053267045773943235,0.0,22161.64381334
F,18,Y2,2025 Q2,2.0,6.0,True,False,True,APPROVED,3,2000,Y2,Eligible,Non-Rewards,Low,36,1,,,,,,,,,0,,,,,,,,1,5000.0,1,1752.88366667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005383155611,0.5177364009,0.03295982341851603,0.5271906150000001,0.7871,0.0014600000000000001,4461,0.0047,0.0181,1897.6063145611483,0.93605466,,,,,,,,,,
F,11,Y1-S11,2023 Q3,4.0,2.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,16,1,,,,,,,,,0,,,,,,,,26,71550.0,1,39872.36538273,0.0,0.0,0.0,0.0,,,,0,,0.0,0.006014166535,0.37211207,0.06894615685316659,0.37211207,0.8359658553019841,0.0009600000000000001,2479,0.00488232,0.028,876.9991258519988,0.8830060845913281,,,,,,,,,,
F,18,Y2,2022 Q1,3.0,3.0,False,False,False,APPROVED,2,2000,Y2,Eligible,Non-Rewards,Low,56,30,,,,,,,,,0,,,,,,,,24,130900.0,30,58344.76441938,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005792775624,0.3532445,0.015633373945984567,0.35324449999999996,0.8250000000000001,0.003,3499,0.005200000000000001,0.020200000000000003,856.6851993432639,0.89826268,,,,,,,,,,
F,18,Y2,2023 Q3,12.0,3.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,High,10,63,63.0,0.0,0.0,11924.29,2275.59,13832.95,34600.0,3.0,0,0.0,0.0,0.0,0.0,6.0,14363.53216126,10609.33,63,34600.0,63,14363.53216126,0.0,0.0,0.39979624,549.20634921,0.0,6.0,2275.59,0,14363.53216126,0.1584283,0.007418149005,0.3867097,0.06442737259550561,0.3867097,0.9064000000000001,0.00197,623,0.007,0.0718,231.3829206520936,0.84654495,0.0,,0.3446326589595376,0.047619047619047616,549.2063492063492,0.0,0.09523809523809523,0.16450504050112233,0.0,14363.53216126
F,11,Y1-S11,2020 H2,2.0,9.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,50,3,,,,,,,,,0,,,,,,,,8,40000.0,3,30968.17445162,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005346975915,0.77497244,0.05337351181124498,0.77497244,0.8164760822565751,0.0008399999999990001,1494,0.00490132,0.0213,912.2963841429954,0.9472573796835111,,,,,,,,,,
F,7,Y1-S7,2020 H2,3.0,3.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,High,19,16,16.0,0.0,0.0,11610.16,836.85,12104.16,18850.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11826.6437657,9995.45,16,18850.0,16,11826.6437657,0.0,0.0,0.6421305,1178.125,0.0,0.0,836.85,0,11826.6437657,0.07075972,0.005796848087,0.52537579,0.07759839008634774,0.52537579,0.822915329326459,0.0011400000000000002,857,0.0049691200000000005,0.0281,423.78054719685144,0.915940610942201,0.0,,0.6159236074270557,0.0,1178.125,0.0,0.0,0.06913738747670223,0.0,11826.6437657
F,18,Y2,2025 Q2,4.0,7.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,54,5,,,,,,,,,0,,,,,,,,5,19250.0,5,11130.8532258,0.0,0.0,0.0,0.0,,,,0,,0.0,0.008943358638,0.59086676,0.01685219815568182,0.59086676,0.8342,0.0014600000000000001,3520,0.0056,0.022500000000000003,1281.9233345361606,0.9423974700000001,,,,,,,,,,
F,18,Y2,2024 Q2,3.0,5.0,True,False,False,APPROVED,1,1000,Y2,Eligible,Rewards,High,2,2,2.0,0.0,0.0,935.3,424.21,958.37,3250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,830.61963441,843.57,2,3250.0,2,830.61963441,0.0,0.0,0.29488308,1625.0,0.0,0.0,424.21,0,830.61963441,0.51071511,0.0001918332209,0.3198055,0.1693881561402148,0.31980549999999996,0.4434,0.0016400000000000002,1676,0.0054,0.0118,534.0321132917154,0.83081983,0.0,,0.28778461538461536,0.0,1625.0,0.0,0.0,0.4426369773678224,0.0,830.61963441
F,26,Y3,2024 Q4,2.0,6.0,True,False,True,APPROVED,7,1000,Y3+,Eligible,Non-Rewards,Low,11,2,,,,,,,,,0,,,,,,,,3,24000.0,2,11869.45409677,0.0,0.0,0.0,0.0,,,,0,,0.0,0.00128125,0.5459885574,0.05441917353844115,0.5757531,0.6931,0.0020700000000000002,7544,0.0045000000000000005,0.0123,4007.882209689819,0.94552806,,,,,,,,,,
F,11,Y1-S11,2025 Q2,1.0,3.0,False,False,True,APPROVED,4,1000,Y1,Eligible,Non-Rewards,Low,33,93,,,,,,,,,0,,,,,,,,93,465000.0,93,149717.60508632,0.0,0.0,0.0,0.0,,,,0,,0.0,0.00384375,0.4614869635,0.07123676188666667,0.46562586,0.7919449209707871,0.001019999999999,4500,0.00420561,0.0142,1882.6539723142635,0.9240317199769471,,,,,,,,,,
F,11,Y1-S11,2018 H1,12.0,5.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,78,3,3.0,0.0,0.0,125.98,26.66,129.62,14000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,143.43533333,142.75,3,14000.0,3,143.43533333,0.0,0.0,0.00925857,4666.66666667,0.0,0.0,26.66,0,143.43533333,0.18586773,,,,,,,,,,,,0.0,,0.008998571428571429,0.0,4666.666666666667,0.0,0.0,0.20567813609010954,0.0,143.43533333
F,26,Y3,2023 Q2,6.0,7.0,False,False,False,APPROVED,2,1000,Y3+,Eligible,Non-Rewards,Low,88,33,,,,,,,,,0,,,,,,,,6,23850.0,33,13006.82798924,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2023 Q2,1.0,2.0,False,False,True,APPROVED,7,1500,Y3+,Eligible,Non-Rewards,High,12,2,2.0,0.0,0.0,6401.33,32.24,6583.38,16000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6757.35790323,6500.99,2,16000.0,2,6757.35790323,0.0,0.0,0.41146125,8000.0,0.0,0.0,32.24,0,6757.35790323,0.0047711,0.0006117584746,0.2499494971,0.05450917024948692,0.2707902,0.5979,0.00491,7796,0.0039000000000000003,0.0051,1888.7615399666959,0.8359750300000001,0.0,,0.400083125,0.0,8000.0,0.0,0.0,0.004897180475682704,0.0,6757.35790323
F,18,Y2,2021 H1,15.0,7.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,88,2,,,,,,,,,0,,,,,,,,1,5500.0,2,4996.02096774,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2020 H2,9.0,4.0,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,Low,51,13,,,,,,,,,0,,,,,,,,7,11300.0,13,10291.25550539,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01665776035,0.57981043,0.023366043791159512,0.57981043,0.8852122574193391,0.0008399999999990001,1561,0.00588291,0.056100000000000004,418.1261900980356,0.9329387415379221,,,,,,,,,,
