RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,DQ30_RATE,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT
F,7,Y1-S7,2023 Q4,1,1,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,High,1,51,51.0,0.0,0.0,4718.91,3217.26,43700.00,0.0,0,0.00,0.00,0.0,0.00,0.0,2616.73912898,508.00,0.000000,51,43700.00,51,2616.73912898,0.000000,0E-8,0.07362151,856.86274510,0.00,0.0,4718.91,0,2616.73912898,1.80335516,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,High,1,3505,3502.0,0.0,0.0,52235.47,46910.07,3030500.00,0.0,1,0.00,0.00,3.0,688.90,0.0,23004.42068726,53.50,0.000000,3502,3030500.00,3505,23004.42068726,0.000000,0E-8,0.01547932,865.36264991,688.90,0.0,52235.47,1,23004.42068726,2.27067096,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,11,Y1-S11,2025 Q1,1,1,False,False,False,OTHER,4,0,Y1,Eligible,Non-Rewards,High,1,10,10.0,0.0,0.0,1028.53,1293.26,40000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,783.01352534,445.49,0.000000,10,40000.00,10,783.01352534,0.000000,0E-8,0.03233150,4000.00000000,0.00,0.0,1028.53,0,783.01352534,1.31355330,7.726257308000001e-05,0.09411963,0.18092348770057143,0.09411963,0.292112138297198,0.0007800000000000001,3500,0.00329744,0.004,329.136306673331,0.183202058869739
F,7,Y1-S7,2023 Q3,1,1,True,False,False,APPROVED,2,750,Y1,Eligible,Non-Rewards,High,1,9,9.0,0.0,0.0,1803.99,2568.02,24250.00,0.0,0,0.00,0.00,0.0,0.00,0.0,2068.14703222,1133.89,0.000000,9,24250.00,9,2068.14703222,0.000000,0E-8,0.10589773,2694.44444444,0.00,0.0,1803.99,0,2068.14703222,0.87227357,6.034153308000000e-05,0.05226945,0.2282425402306667,0.05226945,0.292112138297198,0.0007800000000000001,2250,0.00329744,0.004,117.50743307307094,0.183202058869739
F,7,Y1-S7,2022 Q3,1,1,False,False,False,APPROVED,1,100,Y1,Eligible,Rewards,High,1,585,584.0,0.0,0.0,70530.59,45184.97,592800.00,0.0,1,0.00,0.00,1.0,264.00,2.0,32130.84208482,1280.35,0.000000,584,592800.00,585,32130.84208482,0.000000,0E-8,0.07622296,1015.06849315,264.00,2.0,70530.59,1,32130.84208482,2.19510556,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,11,Y1-S11,2024 Q1,1,1,True,False,True,APPROVED,4,1500,Y1,Not Eligible,Non-Rewards,High,1,1,1.0,0.0,0.0,0.00,0.00,5000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0E-8,0.00,0.000000,1,5000.00,1,0E-8,0.000000,0E-8,0E-8,5000.00000000,0.00,0.0,0.00,0,0E-8,0E-8,8.112570174000000e-05,0.09214311777,0.20923299116859997,0.09411963,0.292112138297198,0.0007800000000000001,5000,0.00329744,0.004,460.318854815249,0.183202058869739
F,11,Y1-S11,2022 Q2,1,1,True,False,False,APPROVED,2,2000,Y1,Eligible,Non-Rewards,High,1,174,174.0,0.0,0.0,91951.21,66752.98,620400.00,0.0,0,0.00,0.00,0.0,0.00,0.0,54075.36047254,12295.80,0.000000,174,620400.00,174,54075.36047254,0.000000,0E-8,0.10759668,3565.51724138,0.00,0.0,91951.21,0,54075.36047254,1.70042713,8.305726606000000e-05,0.09880188171,0.23484635144942856,0.0999441,0.292112138297198,0.0007800000000000001,3500,0.00329744,0.004,345.50813509831426,0.183202058869739
F,11,Y1-S11,2023 Q3,1,1,False,False,True,APPROVED,5,500,Y1,Eligible,Non-Rewards,High,1,32,32.0,0.0,0.0,13545.73,8395.58,159600.00,0.0,0,0.00,0.00,1.0,103.50,0.0,9037.61032249,1565.26,0.000000,32,159600.00,32,9037.61032249,0.000000,0E-8,0.05260388,4987.50000000,103.50,0.0,13545.73,0,9037.61032249,1.49881766,,,,,,,,,,,
F,11,Y1-S11,2023 Q3,1,1,False,False,True,APPROVED,5,500,Y1,Eligible,Rewards,High,1,1,1.0,0.0,0.0,130.89,127.79,5000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,8.24451612,0.00,0.000000,1,5000.00,1,8.24451612,0.000000,0E-8,0.02555800,5000.00000000,0.00,0.0,130.89,0,8.24451612,15.87600753,,,,,,,,,,,
F,11,Y1-S11,2024 Q1,1,1,True,False,True,APPROVED,4,1500,Y1,Eligible,Non-Rewards,High,1,29,28.0,0.0,0.0,4307.25,4022.30,140000.00,0.0,1,0.00,0.00,0.0,0.00,0.0,4310.75048944,1975.33,0.000000,28,140000.00,29,4310.75048944,0.000000,0E-8,0.02873071,5000.00000000,0.00,0.0,4307.25,1,4310.75048944,0.99918796,8.112570174000000e-05,0.09214311777,0.20923299116859997,0.09411963,0.292112138297198,0.0007800000000000001,5000,0.00329744,0.004,460.318854815249,0.183202058869739
F,7,Y1-S7,2024 Q1,1,1,True,False,False,APPROVED,3,500,Y1,Eligible,Rewards,High,1,1,1.0,0.0,0.0,0.00,-48.06,3500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0E-8,0.00,0.000000,1,3500.00,1,0E-8,0.000000,0E-8,-0.01373143,3500.00000000,0.00,0.0,0.00,0,0E-8,0E-8,6.034153308000000e-05,0.05365258486,0.21575747295637238,0.05383753,0.292112138297198,0.0007800000000000001,2911,0.00329744,0.004,156.05142773930706,0.183202058869739
F,7,Y1-S7,2024 Q3,1,1,True,False,False,APPROVED,3,500,Y1,Eligible,Rewards,High,1,17,17.0,0.0,0.0,14070.39,9521.70,59500.00,0.0,0,0.00,0.00,1.0,392.85,0.0,5943.48416130,0.00,0.000000,17,59500.00,17,5943.48416130,0.000000,0E-8,0.16002857,3500.00000000,392.85,0.0,14070.39,0,5943.48416130,2.36736393,6.034153308000000e-05,0.05365258486,0.21575747295637238,0.05383753,0.292112138297198,0.0007800000000000001,2911,0.00329744,0.004,156.05142773930706,0.183202058869739
F,11,Y1-S11,2023 Q3,1,1,True,False,False,APPROVED,3,1500,Y1,Eligible,Rewards,High,1,21,21.0,0.0,0.0,10260.19,8200.58,80450.00,0.0,0,0.00,0.00,0.0,0.00,0.0,5249.03168811,389.11,0.000000,21,80450.00,21,5249.03168811,0.000000,0E-8,0.10193387,3830.95238095,0.00,0.0,10260.19,0,5249.03168811,1.95468243,8.112570174000000e-05,0.09837603901,0.21711564247941703,0.09952113,0.292112138297198,0.0007800000000000001,3911,0.00329744,0.004,384.41737158367323,0.183202058869739
F,11,Y1-S11,2023 Q2,1,1,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,High,1,144,144.0,0.0,0.0,31458.82,20673.13,358050.00,0.0,0,0.00,0.00,0.0,0.00,0.0,18697.59292439,4785.76,0.000000,144,358050.00,144,18697.59292439,0.000000,0E-8,0.05773811,2486.45833333,0.00,0.0,31458.82,0,18697.59292439,1.68250641,7.726257308000001e-05,0.09952113,0.1809234877005392,0.09952113,0.292112138297198,0.0007800000000000001,2411,0.00329744,0.004,239.73974818090912,0.183202058869739
F,7,Y1-S7,2021 H1,1,1,False,False,False,APPROVED,2,100,Y1,Not Eligible,Non-Rewards,High,1,197,197.0,0.0,0.0,6091.81,3430.30,315200.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1064.13000000,0.00,0.000000,197,315200.00,197,1064.13000000,0.000000,0E-8,0.01088293,1600.00000000,0.00,0.0,6091.81,0,1064.13000000,5.72468589,6.034153308000000e-05,0.05226945,0.2073144572725,0.05226945,0.292112138297198,0.0007800000000000001,1600,0.00329744,0.004,83.56084129640601,0.183202058869739
F,7,Y1-S7,2024 Q1,1,1,True,False,False,APPROVED,1,1500,Y1,Eligible,Non-Rewards,High,1,15,15.0,0.0,0.0,4695.28,1812.01,34500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1635.61527253,0.00,0.000000,15,34500.00,15,1635.61527253,0.000000,0E-8,0.05252203,2300.00000000,0.00,0.0,4695.28,0,1635.61527253,2.87065062,6.335860973000000e-05,0.05731422,0.2517870615278605,0.05731422,0.292112138297198,0.0007800000000000001,2351,0.00329744,0.004,134.63209224745125,0.183202058869739
F,11,Y1-S11,2020 H1,1,1,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,High,1,138,137.0,0.0,0.0,16336.11,9559.20,182650.00,0.0,0,0.00,0.00,1.0,300.00,1.0,8444.64000000,913.85,0.000000,137,182650.00,138,8444.64000000,0.000000,0E-8,0.05233616,1333.21167883,300.00,1.0,16336.11,0,8444.64000000,1.93449454,7.726257308000001e-05,0.1142804,0.2158476222531458,0.11428039999999999,0.292112138297198,0.0007800000000000001,1351,0.00329744,0.004,154.2604652135188,0.183202058869739
F,11,Y1-S11,2023 Q1,1,1,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,High,1,763,762.0,0.0,0.0,93948.87,39166.75,1127250.00,0.0,1,0.00,0.00,2.0,647.98,0.0,33678.03139261,1737.95,0.000000,762,1127250.00,763,33678.03139261,0.000000,0E-8,0.03474540,1479.33070866,647.98,0.0,93948.87,1,33678.03139261,2.78961881,7.726257308000001e-05,0.0999441,0.18092348770066666,0.0999441,0.292112138297198,0.0007800000000000001,1500,0.00329744,0.004,149.78763249550474,0.183202058869739
F,7,Y1-S7,2020 H2,1,1,True,False,False,APPROVED,2,500,Y1,Not Eligible,Non-Rewards,High,1,3,3.0,0.0,0.0,340.56,739.40,6000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1082.02000000,453.57,0.000000,3,6000.00,3,1082.02000000,0.000000,0E-8,0.12323333,2000.00000000,0.00,0.0,340.56,0,1082.02000000,0.31474464,6.034153308000000e-05,0.05226945,0.2218031300895,0.05226945,0.292112138297198,0.0007800000000000001,2000,0.00329744,0.004,104.4510516205075,0.183202058869739
F,7,Y1-S7,2023 Q2,1,1,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,High,1,51,51.0,0.0,0.0,30924.19,14037.10,134100.00,0.0,0,0.00,0.00,0.0,0.00,0.0,13307.07599985,1626.11,0.000000,51,134100.00,51,13307.07599985,0.000000,0E-8,0.10467636,2629.41176471,0.00,0.0,30924.19,0,13307.07599985,2.32389069,6.034153308000000e-05,0.05383753,0.20248489966735794,0.05383753,0.292112138297198,0.0007800000000000001,2411,0.00329744,0.004,129.69320657896867,0.183202058869739
F,11,Y1-S11,2025 Q1,1,1,False,False,False,APPROVED,2,500,Y1,Eligible,Rewards,High,1,321,321.0,0.0,0.0,87681.63,52470.75,720700.00,0.0,0,0.00,0.00,0.0,0.00,2.0,40798.98885943,5163.16,0.000000,321,720700.00,321,40798.98885943,0.000000,0E-8,0.07280526,2245.17133956,0.00,2.0,87681.63,0,40798.98885943,2.14911282,7.726257308000001e-05,0.0999441,0.2045147405905,0.0999441,0.292112138297198,0.0007800000000000001,2000,0.00329744,0.004,199.71684332733963,0.183202058869739
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Not Eligible,Rewards,High,1,751,751.0,0.0,0.0,14361.21,12597.50,720300.00,0.0,0,0.00,0.00,1.0,103.00,0.0,5468.70117620,161.98,0.000000,751,720300.00,751,5468.70117620,0.000000,0E-8,0.01748924,959.12117177,103.00,0.0,14361.21,0,5468.70117620,2.62607327,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,7,Y1-S7,2023 Q2,1,1,True,False,True,APPROVED,4,1000,Y1,Eligible,Non-Rewards,High,1,38,38.0,0.0,0.0,21965.04,16881.82,175100.00,0.0,0,0.00,0.00,0.0,0.00,0.0,14126.90099987,4788.10,0.000000,38,175100.00,38,14126.90099987,0.000000,0E-8,0.09641245,4607.89473684,0.00,0.0,21965.04,0,14126.90099987,1.55483782,6.185007140000001e-05,0.05389255867,0.21965666004266668,0.0543759,0.292112138297198,0.0007800000000000001,4500,0.00329744,0.004,242.3123514703608,0.183202058869739
F,7,Y1-S7,2021 H1,1,1,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,High,1,486,486.0,0.0,0.0,88744.37,48228.42,777600.00,0.0,0,0.00,0.00,0.0,0.00,0.0,41097.19000000,3965.43,0.000000,486,777600.00,486,41097.19000000,0.000000,0E-8,0.06202215,1600.00000000,0.00,0.0,88744.37,0,41097.19000000,2.15937805,6.034153308000000e-05,0.05226945,0.2073144572725,0.05226945,0.292112138297198,0.0007800000000000001,1600,0.00329744,0.004,83.56084129640601,0.183202058869739
F,11,Y1-S11,2024 Q4,1,1,True,False,False,APPROVED,2,500,Y1,Not Eligible,Rewards,High,1,6,6.0,0.0,0.0,490.45,1012.23,12750.00,0.0,0,0.00,0.00,1.0,504.99,0.0,241.39967742,0.00,0.000000,6,12750.00,6,241.39967742,0.000000,0E-8,0.07939059,2125.00000000,504.99,0.0,490.45,0,241.39967742,2.03169286,7.726257308000001e-05,0.0999441,0.2045147405905,0.0999441,0.292112138297198,0.0007800000000000001,2000,0.00329744,0.004,199.71684332733963,0.183202058869739
F,11,Y1-S11,2025 Q1,1,1,False,False,False,APPROVED,2,500,Y1,Not Eligible,Rewards,High,1,16,16.0,0.0,0.0,2646.09,1102.19,37500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,883.78688940,0.00,0.000000,16,37500.00,16,883.78688940,0.000000,0E-8,0.02939173,2343.75000000,0.00,0.0,2646.09,0,883.78688940,2.99403627,7.726257308000001e-05,0.0999441,0.2045147405905,0.0999441,0.292112138297198,0.0007800000000000001,2000,0.00329744,0.004,199.71684332733963,0.183202058869739
F,7,Y1-S7,2025 Q1,1,1,False,False,False,APPROVED,3,300,Y1,Eligible,Rewards,High,1,4,4.0,0.0,0.0,580.81,1339.02,12850.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1005.56892856,962.36,0.000000,4,12850.00,4,1005.56892856,0.000000,0E-8,0.10420389,3212.50000000,0.00,0.0,580.81,0,1005.56892856,0.57759342,6.034153308000000e-05,0.05371837648,0.2110359422740686,0.05383753,0.292112138297198,0.0007800000000000001,2711,0.00329744,0.004,145.50813926398513,0.183202058869739
F,11,Y1-S11,2018 H1,1,1,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,1,172,170.0,0.0,0.0,11415.40,6837.74,144600.00,0.0,0,0.00,0.00,0.0,0.00,0.0,6075.00000000,2002.28,0.000000,170,144600.00,172,6075.00000000,0.000000,0E-8,0.04728728,850.58823529,0.00,0.0,11415.40,0,6075.00000000,1.87907819,7.726257308000001e-05,0.1142804,0.18092348770035252,0.11428039999999999,0.292112138297198,0.0007800000000000001,851,0.00329744,0.004,97.16924936839712,0.183202058869739
F,7,Y1-S7,2024 Q4,1,1,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,High,1,1,1.0,0.0,0.0,425.00,431.33,2500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,56.87766667,0.00,0.000000,1,2500.00,1,56.87766667,0.000000,0E-8,0.17253200,2500.00000000,0.00,0.0,425.00,0,56.87766667,7.47217713,6.034153308000000e-05,0.05226945,0.2218031300895,0.05226945,0.292112138297198,0.0007800000000000001,2000,0.00329744,0.004,104.4510516205075,0.183202058869739
F,7,Y1-S7,2023 Q1,1,1,True,False,True,APPROVED,4,1000,Y1,Eligible,Non-Rewards,High,1,12,12.0,0.0,0.0,5364.27,2633.31,54000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,3166.38466587,1275.57,0.000000,12,54000.00,12,3166.38466587,0.000000,0E-8,0.04876500,4500.00000000,0.00,0.0,5364.27,0,3166.38466587,1.69413087,6.185007140000001e-05,0.05389255867,0.21965666004266668,0.0543759,0.292112138297198,0.0007800000000000001,4500,0.00329744,0.004,242.3123514703608,0.183202058869739
F,7,Y1-S7,2023 Q1,1,1,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,1,146,146.0,0.0,0.0,41766.66,23123.23,275800.00,0.0,0,0.00,0.00,1.0,587.64,0.0,18104.28157780,1135.26,0.000000,146,275800.00,146,18104.28157780,0.000000,0E-8,0.08384057,1889.04109589,587.64,0.0,41766.66,0,18104.28157780,2.30700455,6.185007140000001e-05,0.05731422,0.24423148080713128,0.05731422,0.292112138297198,0.0007800000000000001,1851,0.00329744,0.004,105.9993105066512,0.183202058869739
F,7,Y1-S7,2024 Q3,1,1,True,False,True,APPROVED,3,1500,Y1,Eligible,Non-Rewards,High,1,26,26.0,0.0,0.0,9617.07,7284.58,117000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,6971.58329032,1800.72,0.000000,26,117000.00,26,6971.58329032,0.000000,0E-8,0.06226137,4500.00000000,0.00,0.0,9617.07,0,6971.58329032,1.37946713,6.335860973000000e-05,0.05321807491,0.23212166329148556,0.05383753,0.292112138297198,0.0007800000000000001,3911,0.00329744,0.004,207.96035777736412,0.183202058869739
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Eligible,Rewards,High,1,808,808.0,0.0,0.0,119592.39,48528.33,806450.00,0.0,0,0.00,0.00,1.0,273.00,0.0,41074.48535335,2321.70,0.000000,808,806450.00,808,41074.48535335,0.000000,0E-8,0.06017525,998.08168317,273.00,0.0,119592.39,0,41074.48535335,2.91159801,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,11,Y1-S11,2024 Q2,1,1,False,False,True,APPROVED,5,500,Y1,Eligible,Non-Rewards,High,1,22,22.0,0.0,0.0,13800.77,12649.35,110000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,10624.91994625,1421.41,0.000000,22,110000.00,22,10624.91994625,0.000000,0E-8,0.11499409,5000.00000000,0.00,0.0,13800.77,0,10624.91994625,1.29890579,,,,,,,,,,,
F,7,Y1-S7,2023 Q3,1,1,True,False,False,APPROVED,2,750,Y1,Not Eligible,Non-Rewards,High,1,1,1.0,0.0,0.0,90.63,0.00,2750.00,0.0,0,0.00,0.00,0.0,0.00,0.0,43.26838709,0.00,0.000000,1,2750.00,1,43.26838709,0.000000,0E-8,0E-8,2750.00000000,0.00,0.0,90.63,0,43.26838709,2.09460084,6.034153308000000e-05,0.05226945,0.2282425402306667,0.05226945,0.292112138297198,0.0007800000000000001,2250,0.00329744,0.004,117.50743307307094,0.183202058869739
F,7,Y1-S7,2022 Q2,1,1,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,High,1,2,2.0,0.0,0.0,74.22,64.64,2000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,27.95366666,0.00,0.000000,2,2000.00,2,27.95366666,0.000000,0E-8,0.03232000,1000.00000000,0.00,0.0,74.22,0,27.95366666,2.65510786,6.034153308000000e-05,0.05731422,0.20248489966745004,0.05731422,0.292112138297198,0.0007800000000000001,851,0.00329744,0.004,48.73341406490373,0.183202058869739
F,11,Y1-S11,2023 Q2,1,1,True,False,False,APPROVED,1,1500,Y1,Not Eligible,Rewards,High,1,4,4.0,0.0,0.0,0.00,0.00,9000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0E-8,0.00,0.000000,4,9000.00,4,0E-8,0.000000,0E-8,0E-8,2250.00000000,0.00,0.0,0.00,0,0E-8,0E-8,8.112570174000000e-05,0.1142804,0.24113085364695874,0.11428039999999999,0.292112138297198,0.0007800000000000001,2351,0.00329744,0.004,268.4418589845443,0.183202058869739
F,11,Y1-S11,2023 Q3,1,1,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,High,1,183,183.0,0.0,0.0,35856.75,18853.55,278200.00,0.0,0,0.00,0.00,0.0,0.00,0.0,15785.64822784,1839.40,0.000000,183,278200.00,183,15785.64822784,0.000000,0E-8,0.06776977,1520.21857923,0.00,0.0,35856.75,0,15785.64822784,2.27147783,7.726257308000001e-05,0.0999441,0.18092348770066666,0.0999441,0.292112138297198,0.0007800000000000001,1500,0.00329744,0.004,149.78763249550474,0.183202058869739
F,7,Y1-S7,2019 H2,1,1,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,1,1,1.0,0.0,0.0,139.27,139.27,2000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,134.63000000,0.00,0.000000,1,2000.00,1,134.63000000,0.000000,0E-8,0.06963500,2000.00000000,0.00,0.0,139.27,0,134.63000000,1.03446483,6.185007140000001e-05,0.05731422,0.24423148080713128,0.05731422,0.292112138297198,0.0007800000000000001,1851,0.00329744,0.004,105.9993105066512,0.183202058869739
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,Low,1,5,,,,,,,,0,,,,,,,,,4015,3615700.00,5,183794.85901449,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,7,Y1-S7,2023 Q3,1,1,True,False,False,APPROVED,2,750,Y1,Not Eligible,Rewards,High,1,7,7.0,0.0,0.0,4733.07,3307.31,18750.00,0.0,0,0.00,0.00,0.0,0.00,0.0,2830.46322579,0.00,0.000000,7,18750.00,7,2830.46322579,0.000000,0E-8,0.17638987,2678.57142857,0.00,0.0,4733.07,0,2830.46322579,1.67218919,6.034153308000000e-05,0.05226945,0.2282425402306667,0.05226945,0.292112138297198,0.0007800000000000001,2250,0.00329744,0.004,117.50743307307094,0.183202058869739
F,7,Y1-S7,2025 Q1,1,1,False,False,False,APPROVED,1,1500,Y1,Eligible,Non-Rewards,High,1,37,37.0,0.0,0.0,10858.78,7629.27,80300.00,0.0,0,0.00,0.00,0.0,0.00,0.0,3138.20533410,0.00,0.000000,37,80300.00,37,3138.20533410,0.000000,0E-8,0.09500959,2170.27027027,0.00,0.0,10858.78,0,3138.20533410,3.46018786,6.335860973000000e-05,0.05731422,0.2517870615278605,0.05731422,0.292112138297198,0.0007800000000000001,2351,0.00329744,0.004,134.63209224745125,0.183202058869739
F,11,Y1-S11,2025 Q2,1,1,False,False,False,APPROVED,1,1500,Y1,Eligible,Non-Rewards,High,1,1,1.0,0.0,0.0,0.00,0.00,2400.00,0.0,0,0.00,0.00,,,0.0,0E-8,0.00,0.000000,1,2400.00,1,0E-8,0.000000,0E-8,0E-8,2400.00000000,,0.0,0.00,0,0E-8,0E-8,8.112570174000000e-05,0.1142804,0.24113085364695874,0.11428039999999999,0.292112138297198,0.0007800000000000001,2351,0.00329744,0.004,268.4418589845443,0.183202058869739
F,11,Y1-S11,2025 Q2,1,1,False,False,False,APPROVED,2,1500,Y1,Eligible,Non-Rewards,High,1,1,1.0,0.0,0.0,0.00,0.00,3150.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0E-8,0.00,0.000000,1,3150.00,1,0E-8,0.000000,0E-8,0E-8,3150.00000000,0.00,0.0,0.00,0,0E-8,0E-8,8.112570174000000e-05,0.0999441,0.22810599348066668,0.0999441,0.292112138297198,0.0007800000000000001,3000,0.00329744,0.004,299.57410670025814,0.183202058869739
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,High,1,4025,4015.0,0.0,0.0,469463.85,245444.51,3615700.00,0.0,4,0.00,0.00,4.0,616.99,11.0,183794.85901449,11637.76,0.000000,4015,3615700.00,4025,183794.85901449,0.000000,0E-8,0.06788299,900.54794521,616.99,11.0,469463.85,4,183794.85901449,2.55428173,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,7,Y1-S7,2023 Q4,1,1,True,False,False,APPROVED,1,500,Y1,Not Eligible,Rewards,High,1,3,3.0,0.0,0.0,16.93,-0.37,4000.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0.54354838,0.00,0.000000,3,4000.00,3,0.54354838,0.000000,0E-8,-0.00009250,1333.33333333,0.00,0.0,16.93,0,0.54354838,31.14718142,6.034153308000000e-05,0.05731422,0.23108331628053294,0.05731422,0.292112138297198,0.0007800000000000001,1351,0.00329744,0.004,77.36644230515269,0.183202058869739
F,11,Y1-S11,2019 H2,1,1,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,High,1,25,25.0,0.0,0.0,3242.19,2515.24,21950.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1697.33000000,420.35,0.000000,25,21950.00,25,1697.33000000,0.000000,0E-8,0.11458952,878.00000000,0.00,0.0,3242.19,0,1697.33000000,1.91017068,7.726257308000001e-05,0.1142804,0.19084620184963197,0.11428039999999999,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,108.58749253742147,0.183202058869739
F,11,Y1-S11,2023 Q3,1,1,True,False,False,APPROVED,1,2000,Y1,Not Eligible,Rewards,High,1,9,9.0,0.0,0.0,742.31,-2.70,24800.00,0.0,0,0.00,0.00,0.0,0.00,0.0,244.96827955,0.00,0.000000,9,24800.00,9,244.96827955,0.000000,0E-8,-0.00010887,2755.55555556,0.00,0.0,742.31,0,244.96827955,3.03022906,8.305726606000000e-05,0.1142804,0.24712132113468957,0.11428039999999999,0.292112138297198,0.0007800000000000001,2851,0.00329744,0.004,325.5322247601439,0.183202058869739
